12232938,"['fiction', 'mystery', 'young-adult', 'contemporary', 'fantasy', 'crime', 'adult-fiction', 'adult', 'drama', 'novels']"
15881,"['fantasy', 'young-adult', 'fiction', 'magic', 'childrens', 'adventure', 'middle-grade', 'audiobook', 'classics', 'science-fiction-fantasy']"
6,"['fantasy', 'young-adult', 'fiction']"
136251,"['fantasy', 'young-adult', 'fiction']"
968,"['fiction', 'mystery', 'thriller', 'suspense', 'historical-fiction', 'mystery-thriller', 'adventure', 'novels', 'crime', 'adult']"
1,"['fantasy', 'young-adult', 'fiction']"
7624,"['classics', 'fiction', 'young-adult', 'school', 'literature', 'dystopia', 'read-for-school', 'novels', 'adventure', 'high-school']"
18135,"['classics', 'plays', 'fiction', 'romance', 'school', 'drama', 'read-for-school', 'literature', 'high-school', 'poetry']"
8442457,"['fiction', 'mystery', 'thriller', 'crime']"
4667024,"['fiction', 'historical-fiction', 'historical', 'adult', 'adult-fiction', 'contemporary', 'chick-lit', 'audiobook', 'book-club', 'classics']"
890,"['classics', 'fiction', 'school', 'literature', 'historical-fiction']"
930,"['fiction', 'historical-fiction', 'romance', 'historical', 'classics', 'japan', 'adult', 'novels', 'asia', 'adult-fiction']"
10818853,"['romance', 'fiction', 'erotica', 'adult', 'bdsm', 'contemporary', 'chick-lit', 'contemporary-romance', 'erotic-romance', 'adult-fiction']"
865,"['fiction', 'classics', 'fantasy', 'philosophy', 'novels', 'spirituality', 'literature', 'inspirational', 'adventure', 'self-help']"
3636,"['young-adult', 'fiction', 'classics', 'dystopia', 'science-fiction', 'fantasy', 'school', 'childrens', 'middle-grade', 'read-for-school']"
100915,"['fantasy', 'classics', 'fiction', 'young-adult', 'childrens']"
14050,"['fiction', 'romance', 'fantasy', 'time-travel', 'science-fiction', 'contemporary', 'adult', 'chick-lit', 'adult-fiction', 'magical-realism']"
13496,"['fantasy', 'fiction', 'epic-fantasy']"
19501,"['non-fiction', 'memoir', 'travel']"
28187,"['fantasy', 'young-adult', 'mythology', 'fiction', 'middle-grade', 'adventure', 'childrens', 'urban-fantasy', 'greek-mythology', 'magic']"
1934,"['classics', 'fiction', 'historical-fiction', 'young-adult']"
10210,"['classics', 'fiction', 'romance']"
15931,"['romance', 'fiction', 'chick-lit', 'contemporary', 'adult', 'adult-fiction', 'contemporary-romance', 'love', 'drama', 'novels']"
4214,"['fiction', 'fantasy', 'classics', 'adventure', 'contemporary', 'novels', 'literature', 'magical-realism', 'india', 'philosophy']"
43641,"['fiction', 'historical-fiction', 'romance', 'historical', 'adult', 'adult-fiction', 'contemporary', 'book-club', 'novels', 'animals']"
19063,"['historical-fiction', 'fiction', 'young-adult', 'historical', 'classics', 'war', 'holocaust', 'world-war-ii', 'audiobook', 'books-about-books']"
4381,"['classics', 'fiction', 'science-fiction', 'dystopia']"
49041,"['young-adult', 'fantasy', 'romance', 'vampires', 'fiction', 'paranormal']"
30119,"['poetry', 'childrens', 'classics', 'fiction', 'humor', 'young-adult', 'picture-books', 'juvenile', 'middle-grade', 'fantasy']"
256683,"['fantasy', 'young-adult', 'paranormal', 'romance']"
428263,"['young-adult', 'fantasy', 'romance', 'vampires', 'fiction', 'paranormal', 'paranormal-romance', 'supernatural', 'werewolves', 'teen']"
113436,"['fantasy', 'young-adult', 'fiction', 'dragons']"
11,"['science-fiction', 'fiction', 'humor', 'fantasy', 'classics', 'comedy', 'science-fiction-fantasy', 'audiobook', 'adventure', 'novels']"
5129,"['classics', 'fiction', 'science-fiction', 'dystopia']"
1162543,"['young-adult', 'fantasy', 'romance', 'vampires', 'fiction', 'paranormal', 'paranormal-romance', 'supernatural', 'werewolves', 'teen']"
37435,"['fiction', 'historical-fiction', 'young-adult', 'classics', 'adult-fiction', 'historical', 'contemporary', 'adult', 'coming-of-age', 'chick-lit']"
2956,"['classics', 'fiction', 'historical-fiction', 'literature', 'young-adult', 'adventure', 'school', 'novels', 'read-for-school', 'american']"
24178,"['classics', 'childrens', 'fiction', 'young-adult', 'fantasy', 'animals', 'middle-grade', 'juvenile', 'school', 'chapter-books']"
1618,"['fiction', 'mystery', 'young-adult', 'contemporary', 'novels', 'classics', 'psychology', 'literature', 'realistic-fiction', 'adult-fiction']"
22557272,"['fiction', 'mystery', 'thriller', 'crime']"
119322,"['fantasy', 'young-adult', 'fiction']"
6185,"['classics', 'fiction', 'romance', 'gothic']"
10917,"['fiction', 'contemporary', 'chick-lit']"
4981,"['classics', 'fiction', 'science-fiction', 'war']"
18405,"['classics', 'historical-fiction', 'fiction', 'romance', 'historical', 'war', 'literature', 'civil-war', 'historical-romance', 'novels']"
128029,"['fiction', 'historical-fiction', 'contemporary']"
22628,"['young-adult', 'fiction', 'contemporary']"
11735983,"['young-adult', 'dystopia', 'fiction', 'fantasy', 'science-fiction', 'romance', 'adventure', 'teen', 'post-apocalyptic', 'action']"
375802,"['science-fiction', 'fiction', 'young-adult', 'fantasy', 'classics', 'science-fiction-fantasy', 'dystopia', 'war', 'audiobook', 'adventure']"
18490,"['classics', 'fiction', 'horror', 'science-fiction']"
11588,"['horror', 'fiction', 'thriller']"
1656001,"['young-adult', 'science-fiction', 'fantasy', 'romance', 'fiction', 'dystopia', 'paranormal', 'aliens', 'adult', 'paranormal-romance']"
99561,"['young-adult', 'fiction', 'contemporary', 'romance']"
227443,"['fiction', 'chick-lit', 'romance', 'humor', 'contemporary', 'adult', 'comedy', 'adult-fiction', 'british-literature', 'novels']"
14935,"['classics', 'fiction', 'romance']"
38709,"['young-adult', 'fiction', 'childrens', 'middle-grade']"
5139,"['chick-lit', 'fiction', 'contemporary', 'romance', 'adult', 'humor', 'adult-fiction', 'fashion', 'novels', 'realistic-fiction']"
1381,"['classics', 'fiction', 'poetry', 'mythology', 'fantasy']"
157993,"['classics', 'fiction', 'fantasy', 'childrens']"
7445,"['non-fiction', 'memoir', 'biography', 'autobiography', 'biography-memoir', 'book-club', 'adult', 'audiobook', 'contemporary', 'school']"
1845,"['non-fiction', 'biography', 'adventure', 'travel']"
1953,"['classics', 'fiction', 'historical-fiction', 'literature', 'historical', 'novels', 'school', 'classic-literature', '19th-century', 'british-literature']"
7677,"['science-fiction', 'fiction', 'thriller', 'adventure']"
370493,"['childrens', 'picture-books', 'classics', 'fiction', 'poetry', 'young-adult', 'fantasy', 'juvenile', 'kids', 'short-stories']"
32542,"['fiction', 'mystery', 'thriller', 'crime', 'suspense']"
1617,"['non-fiction', 'classics', 'history', 'memoir', 'holocaust', 'biography', 'school', 'historical', 'war', 'world-war-ii']"
6442769,"['young-adult', 'contemporary', 'fiction']"
21787,"['fantasy', 'fiction', 'classics', 'romance', 'humor', 'young-adult']"
231804,"['classics', 'young-adult', 'fiction', 'school', 'realistic-fiction', 'read-for-school', 'coming-of-age', 'historical-fiction', 'teen', 'contemporary']"
6186357,"['young-adult', 'dystopia', 'science-fiction', 'fiction', 'fantasy', 'adventure', 'post-apocalyptic', 'mystery', 'teen', 'audiobook']"
1202,"['non-fiction', 'economics', 'business', 'science', 'psychology', 'sociology', 'politics', 'audiobook', 'finance', 'social-science']"
2998,"['classics', 'fiction', 'childrens', 'young-adult']"
320,"['fiction', 'classics', 'magical-realism', 'literature']"
5297,"['classics', 'fiction', 'horror', 'fantasy']"
13536860,"['romance', 'erotica', 'fiction', 'bdsm', 'adult', 'contemporary', 'chick-lit', 'contemporary-romance', 'erotic-romance', 'adult-fiction']"
17245,"['classics', 'horror', 'fiction', 'fantasy', 'vampires']"
5060378,"['fiction', 'mystery', 'thriller', 'crime', 'mystery-thriller', 'suspense', 'contemporary', 'sweden', 'adult', 'audiobook']"
11857408,"['romance', 'erotica', 'fiction', 'bdsm', 'adult']"
7244,"['fiction', 'historical-fiction', 'africa', 'classics']"
4137,"['humor', 'non-fiction', 'memoir', 'essays', 'short-stories']"
19543,"['childrens', 'picture-books', 'fiction', 'classics']"
7126,"['classics', 'fiction', 'historical-fiction', 'adventure', 'literature', 'france', 'historical', 'classic-literature', 'novels', 'romance']"
6288,"['fiction', 'science-fiction', 'dystopia', 'post-apocalyptic']"
18710190,"['young-adult', 'dystopia', 'fiction', 'science-fiction']"
9418327,"['non-fiction', 'memoir', 'humor', 'biography', 'audiobook']"
3473,"['romance', 'fiction', 'chick-lit', 'contemporary', 'young-adult']"
9416,"['chick-lit', 'fiction', 'romance', 'contemporary', 'humor', 'adult', 'adult-fiction', 'contemporary-romance', 'comedy', 'young-adult']"
24280,"['classics', 'fiction', 'historical-fiction', 'literature', 'france', 'historical', 'novels', 'french-literature', 'romance', 'classic-literature']"
10572,"['fantasy', 'fiction', 'epic-fantasy', 'science-fiction-fantasy', 'high-fantasy', 'adult', 'adventure', 'dragons', 'audiobook', 'epic']"
10441,"['fiction', 'contemporary', 'adult-fiction', 'adult', 'book-club', 'historical-fiction', 'drama', 'chick-lit', 'novels', 'family']"
15507958,"['romance', 'fiction', 'contemporary', 'chick-lit', 'adult', 'adult-fiction', 'audiobook', 'realistic-fiction', 'drama', 'contemporary-romance']"
168668,"['classics', 'fiction', 'war', 'historical-fiction', 'humor']"
6900,"['non-fiction', 'memoir', 'biography', 'inspirational', 'classics', 'philosophy', 'self-help', 'contemporary', 'adult', 'biography-memoir']"
2187,"['fiction', 'historical-fiction', 'contemporary', 'lgbt', 'literary-fiction', 'novels', 'literature', 'classics', 'queer', 'adult']"
24583,"['classics', 'fiction', 'adventure', 'young-adult', 'historical-fiction', 'literature', 'childrens', 'school', 'novels', 'american']"
18131,"['fantasy', 'fiction', 'young-adult', 'classics', 'science-fiction', 'childrens', 'middle-grade', 'time-travel', 'adventure', 'science-fiction-fantasy']"
7763,"['fiction', 'historical-fiction', 'classics', 'china', 'contemporary', 'adult-fiction', 'adult', 'literature', 'asia', 'novels']"
38447,"['fiction', 'classics', 'dystopia', 'science-fiction']"
452306,"['young-adult', 'fiction', 'chick-lit', 'contemporary', 'romance', 'teen', 'realistic-fiction', 'childrens', 'coming-of-age', 'young-adult-contemporary']"
7604,"['classics', 'fiction', 'literature']"
37442,"['fantasy', 'fiction', 'adult', 'science-fiction-fantasy', 'adult-fiction', 'retellings', 'magic', 'fairy-tales', 'witches', 'novels']"
5358,"['fiction', 'thriller', 'mystery', 'suspense', 'crime', 'mystery-thriller']"
7937843,"['fiction', 'contemporary', 'adult', 'adult-fiction', 'book-club', 'audiobook', 'drama', 'thriller', 'realistic-fiction', 'crime']"
1420,"['classics', 'plays', 'fiction', 'drama', 'school']"
234225,"['science-fiction', 'fiction', 'fantasy', 'classics', 'science-fiction-fantasy', 'space-opera', 'novels', 'audiobook', 'adventure', 'speculative-fiction']"
2612,"['non-fiction', 'business', 'psychology', 'sociology', 'science', 'self-help', 'economics', 'audiobook', 'leadership', 'philosophy']"
11084145,"['biography', 'non-fiction', 'business', 'technology']"
332613,"['classics', 'fiction', 'literature', 'psychology', 'novels', 'school', 'american', 'mental-health', 'mental-illness', 'contemporary']"
2165,"['classics', 'fiction', 'literature', 'novels', 'american', 'school', 'adventure', 'classic-literature', 'literary-fiction', '20th-century']"
4395,"['classics', 'fiction', 'historical-fiction', 'literature']"
3431,"['fiction', 'inspirational', 'contemporary', 'fantasy']"
8127,"['classics', 'fiction', 'young-adult', 'childrens', 'historical-fiction', 'historical', 'middle-grade', 'audiobook', 'canada', 'coming-of-age']"
3777732,"['fantasy', 'young-adult', 'paranormal', 'romance']"
62291,"['fantasy', 'fiction', 'epic-fantasy', 'science-fiction-fantasy', 'high-fantasy', 'adult', 'dragons', 'adventure', 'epic', 'audiobook']"
137791,"['fiction', 'chick-lit', 'contemporary', 'adult-fiction', 'southern', 'adult', 'novels', 'humor', 'historical-fiction', 'womens']"
10964,"['historical-fiction', 'romance', 'fantasy', 'fiction', 'time-travel', 'historical']"
12296,"['classics', 'fiction', 'historical-fiction', 'school', 'literature', 'high-school', 'read-for-school', 'historical', 'classic-literature', 'american']"
9460487,"['fantasy', 'young-adult', 'fiction', 'paranormal', 'mystery', 'horror', 'time-travel', 'historical-fiction', 'supernatural', 'adventure']"
6892870,"['fiction', 'mystery', 'thriller', 'crime', 'mystery-thriller', 'suspense', 'contemporary', 'adult', 'sweden', 'audiobook']"
18007564,"['science-fiction', 'fiction']"
5043,"['historical-fiction', 'fiction', 'historical', 'fantasy', 'medieval', 'classics', 'british-literature', 'audiobook', 'novels', 'adult']"
18143977,"['historical-fiction', 'fiction', 'historical', 'war']"
8664353,"['non-fiction', 'history', 'biography', 'war', 'world-war-ii', 'historical', 'audiobook', 'military-fiction', 'memoir', 'biography-memoir']"
976,"['fiction', 'thriller', 'mystery', 'suspense']"
17333223,"['fiction', 'contemporary', 'literary-fiction']"
1217100,"['young-adult', 'contemporary', 'fiction', 'realistic-fiction', 'mystery', 'mental-health', 'teen', 'audiobook', 'romance', 'mental-illness']"
2865,"['historical-fiction', 'fiction', 'historical', 'classics', 'art', 'romance', 'adult-fiction', 'adult', 'novels', 'literature']"
4374400,"['young-adult', 'romance', 'contemporary', 'fiction', 'realistic-fiction', 'teen', 'music', 'death', 'audiobook', 'drama']"
4989,"['historical-fiction', 'fiction', 'historical', 'religion', 'book-club', 'adult', 'feminism', 'adult-fiction', 'womens', 'novels']"
28186,"['fantasy', 'young-adult', 'mythology', 'fiction', 'middle-grade', 'adventure', 'childrens', 'greek-mythology', 'urban-fantasy', 'magic']"
5526,"['romance', 'fiction', 'chick-lit', 'contemporary', 'adult', 'adult-fiction', 'young-adult', 'love', 'drama', 'contemporary-romance']"
1582996,"['fantasy', 'young-adult', 'paranormal', 'romance']"
8852,"['classics', 'plays', 'fiction', 'drama', 'school']"
15241,"['fantasy', 'fiction', 'classics', 'adventure', 'science-fiction-fantasy', 'epic-fantasy', 'high-fantasy', 'novels', 'literature', 'magic']"
42156,"['chick-lit', 'romance', 'fiction', 'contemporary', 'adult', 'contemporary-romance', 'adult-fiction', 'audiobook', 'womens-fiction', 'novels']"
23772,"['childrens', 'picture-books', 'classics', 'fiction', 'poetry', 'fantasy', 'humor', 'kids', 'food', 'young-adult']"
6310,"['childrens', 'fantasy', 'fiction', 'classics']"
2120932,"['fantasy', 'young-adult', 'mythology', 'fiction', 'middle-grade', 'adventure', 'childrens', 'greek-mythology', 'urban-fantasy', 'magic']"
2623,"['classics', 'fiction', 'literature', 'historical-fiction', 'school', 'novels', '19th-century', 'classic-literature', 'british-literature', 'victorian']"
18512,"['fantasy', 'fiction', 'classics']"
49552,"['classics', 'fiction', 'philosophy', 'france', 'literature', 'novels', 'french-literature', 'school', '20th-century', 'literary-fiction']"
7736182,"['fantasy', 'young-adult', 'mythology']"
15745753,"['young-adult', 'romance', 'contemporary', 'fiction']"
13497,"['fantasy', 'fiction', 'epic-fantasy', 'science-fiction-fantasy', 'high-fantasy', 'adult', 'adventure', 'dragons', 'epic', 'audiobook']"
7735333,"['young-adult', 'dystopia', 'romance']"
4407,"['fantasy', 'fiction', 'urban-fantasy', 'mythology']"
149267,"['horror', 'fiction', 'fantasy', 'science-fiction', 'post-apocalyptic']"
6400090,"['romance', 'fiction', 'young-adult', 'contemporary', 'chick-lit', 'adult', 'realistic-fiction', 'adult-fiction', 'drama', 'love']"
11125,"['fiction', 'thriller', 'mystery', 'suspense']"
6969,"['classics', 'fiction', 'romance', 'historical-fiction', 'literature', 'historical', '19th-century', 'classic-literature', 'british-literature', 'novels']"
15823480,"['classics', 'fiction', 'russia', 'romance']"
227463,"['classics', 'fiction', 'science-fiction', 'dystopia', 'literature', 'novels', 'horror', 'thriller', 'crime', 'british-literature']"
1812457,"['fiction', 'christian', 'christian-fiction', 'religion', 'spirituality', 'faith', 'inspirational', 'christianity', 'adult-fiction', 'adult']"
4502507,"['fantasy', 'young-adult', 'mythology', 'fiction', 'middle-grade', 'adventure', 'childrens', 'greek-mythology', 'urban-fantasy', 'magic']"
18342,"['horror', 'fiction', 'thriller', 'fantasy', 'mystery', 'audiobook', 'adult', 'paranormal', 'classics', 'suspense']"
7144,"['classics', 'fiction', 'russia', 'literature', 'russian-literature', 'novels', 'philosophy', 'crime', '19th-century', 'school']"
6514,"['classics', 'fiction', 'feminism']"
252577,"['non-fiction', 'memoir', 'biography']"
52036,"['classics', 'fiction', 'philosophy', 'religion', 'spirituality', 'literature']"
168642,"['non-fiction', 'classics', 'true-crime', 'crime', 'mystery', 'history', 'literature', 'thriller', 'american', 'biography']"
6304335,"['young-adult', 'fantasy', 'paranormal', 'romance']"
7171637,"['fantasy', 'young-adult', 'paranormal', 'romance', 'steampunk', 'historical-fiction', 'fiction', 'urban-fantasy', 'vampires', 'angels']"
39988,"['childrens', 'fiction', 'fantasy', 'classics', 'young-adult', 'middle-grade', 'humor', 'audiobook', 'magic', 'juvenile']"
9361589,"['fantasy', 'fiction', 'romance', 'historical-fiction']"
37470,"['historical-fiction', 'fiction', 'historical', 'romance', 'adult', 'british-literature', 'tudor-period', 'historical-romance', 'chick-lit', 'adult-fiction']"
24770,"['young-adult', 'dystopia', 'science-fiction', 'fiction']"
10664113,"['fantasy', 'fiction', 'epic-fantasy', 'science-fiction-fantasy', 'high-fantasy', 'dragons', 'adult', 'adventure', 'audiobook', 'epic']"
33,"['fantasy', 'classics', 'fiction']"
12262741,"['non-fiction', 'memoir', 'travel', 'biography', 'adventure', 'audiobook', 'biography-memoir', 'autobiography', 'book-club', 'nature']"
472331,"['graphic-novels', 'comics', 'fiction', 'science-fiction', 'fantasy']"
186074,"['fantasy', 'fiction', 'epic-fantasy', 'high-fantasy', 'magic', 'science-fiction-fantasy', 'adult', 'adventure', 'audiobook', 'epic']"
3228917,"['non-fiction', 'psychology', 'business', 'self-help', 'sociology', 'science', 'audiobook', 'economics', 'personal-development', 'leadership']"
153747,"['classics', 'fiction', 'literature', 'adventure']"
2728527,"['historical-fiction', 'fiction', 'historical', 'romance', 'world-war-ii']"
5759,"['fiction', 'contemporary', 'classics', 'thriller', 'novels', 'mystery', 'adult', 'literature', 'american', 'adult-fiction']"
301082,"['fantasy', 'vampires', 'paranormal', 'urban-fantasy', 'romance', 'fiction', 'mystery']"
11486,"['classics', 'fiction', 'historical-fiction', 'feminism', 'historical', 'african-american', 'lgbt', 'literature', 'novels', 'adult']"
12691,"['non-fiction', 'animals', 'memoir', 'dogs', 'biography']"
16299,"['mystery', 'classics', 'fiction', 'crime', 'thriller']"
6411961,"['fiction', 'mystery', 'thriller', 'mystery-thriller', 'suspense', 'adventure', 'historical-fiction', 'crime', 'novels', 'adult']"
6339664,"['young-adult', 'fantasy', 'romance', 'paranormal', 'angels']"
11505797,"['romance', 'new-adult', 'contemporary', 'young-adult', 'contemporary-romance', 'college', 'fiction', 'chick-lit', 'adult', 'love']"
5326,"['classics', 'fiction', 'christmas', 'fantasy', 'literature', 'historical-fiction', 'audiobook', 'holiday', '19th-century', 'classic-literature']"
43763,"['horror', 'fantasy', 'fiction', 'vampires', 'paranormal', 'classics', 'supernatural', 'gothic', 'urban-fantasy', 'historical-fiction']"
10507293,"['young-adult', 'romance', 'dystopia', 'fantasy', 'fiction', 'science-fiction', 'teen', 'audiobook', 'chick-lit', 'love']"
6853,"['mystery', 'fiction', 'humor', 'chick-lit', 'romance', 'crime', 'adult', 'mystery-thriller', 'contemporary', 'comedy']"
6493208,"['non-fiction', 'science', 'biography', 'history']"
23807,"['horror', 'fiction', 'thriller', 'mystery', 'crime', 'suspense', 'mystery-thriller', 'classics', 'novels', 'drama']"
345627,"['young-adult', 'fantasy', 'vampires', 'paranormal', 'romance', 'urban-fantasy', 'supernatural', 'fiction', 'paranormal-romance', 'magic']"
40102,"['non-fiction', 'psychology', 'business', 'science', 'self-help', 'sociology', 'audiobook', 'philosophy', 'personal-development', 'leadership']"
6867,"['fiction', 'historical-fiction', 'romance', 'classics', 'historical']"
485894,"['classics', 'fiction', 'fantasy', 'literature', 'short-stories', 'philosophy', 'school', 'german-literature', 'horror', 'novels']"
561456,"['fantasy', 'young-adult', 'mythology', 'fiction']"
9969571,"['science-fiction', 'fiction', 'young-adult', 'fantasy', 'dystopia']"
3153910,"['fiction', 'animals', 'dogs', 'contemporary', 'adult-fiction', 'adult', 'audiobook', 'book-club', 'novels', 'family']"
21996,"['non-fiction', 'history', 'true-crime', 'crime']"
13572249,"['romance', 'erotica', 'contemporary', 'adult', 'contemporary-romance']"
11127,"['fantasy', 'classics', 'fiction', 'young-adult', 'childrens', 'christian', 'adventure', 'science-fiction-fantasy', 'christian-fiction', 'middle-grade']"
3609760,"['young-adult', 'vampires', 'fantasy', 'paranormal', 'romance', 'fiction', 'paranormal-romance', 'supernatural', 'teen', 'werewolves']"
60748,"['non-fiction', 'memoir', 'biography', 'psychology', 'autobiography', 'abuse', 'adult', 'biography-memoir', 'true-crime', 'true-story']"
7869,"['fiction', 'thriller', 'mystery', 'suspense', 'espionage', 'adventure', 'action', 'mystery-thriller', 'crime', 'novels']"
249747,"['fantasy', 'young-adult', 'fiction', 'childrens']"
6487308,"['young-adult', 'fantasy', 'romance', 'paranormal', 'angels', 'paranormal-romance', 'supernatural', 'fiction', 'urban-fantasy', 'teen']"
4406,"['classics', 'fiction', 'historical-fiction', 'literature', 'novels', 'american', 'literary-fiction', 'historical', 'classic-literature', 'adult']"
5886881,"['mystery', 'fiction', 'thriller', 'crime', 'mystery-thriller', 'suspense', 'adult', 'adult-fiction', 'contemporary', 'audiobook']"
5359,"['fiction', 'mystery', 'thriller', 'crime', 'suspense', 'legal-thriller', 'mystery-thriller', 'drama', 'novels', 'law']"
228333,"['chick-lit', 'fiction', 'contemporary', 'humor', 'romance', 'adult-fiction', 'adult', 'novels', 'new-york', 'realistic-fiction']"
24213,"['classics', 'fantasy', 'fiction', 'childrens']"
2156,"['classics', 'fiction', 'romance']"
556602,"['historical-fiction', 'fiction', 'holocaust', 'historical', 'world-war-ii']"
43615,"['fantasy', 'fiction', 'horror', 'science-fiction']"
9712,"['fiction', 'classics', 'historical-fiction', 'romance', 'magical-realism', 'literature', 'novels', 'spanish-literature', 'literary-fiction', 'historical']"
439288,"['young-adult', 'fiction', 'contemporary', 'realistic-fiction']"
17802724,"['fiction', 'mystery', 'chick-lit', 'contemporary', 'audiobook', 'adult', 'adult-fiction', 'book-club', 'australia', 'romance']"
1898,"['non-fiction', 'adventure', 'memoir', 'travel', 'biography', 'history', 'survival', 'mountaineering', 'biography-memoir', 'sports']"
10592,"['horror', 'fiction', 'thriller', 'paranormal', 'fantasy', 'classics', 'supernatural', 'adult', 'novels', 'adult-fiction']"
242006,"['memoir', 'non-fiction', 'biography', 'humor']"
8908,"['horror', 'fiction', 'zombies', 'science-fiction', 'fantasy', 'post-apocalyptic', 'dystopia', 'audiobook', 'apocalyptic', 'war']"
17212231,"['fiction', 'thriller', 'mystery', 'suspense']"
47281,"['historical-fiction', 'young-adult', 'fiction', 'classics', 'childrens', 'historical', 'holocaust', 'middle-grade', 'world-war-ii', 'school']"
13145,"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'mystery-thriller', 'detective', 'adult', 'murder-mystery', 'audiobook']"
10614,"['horror', 'fiction', 'thriller']"
66559,"['mystery', 'fiction', 'thriller', 'crime', 'mystery-thriller']"
2839,"['young-adult', 'fiction', 'childrens', 'classics', 'fantasy', 'middle-grade', 'realistic-fiction', 'school', 'juvenile', 'contemporary']"
30183,"['young-adult', 'vampires', 'fantasy', 'paranormal']"
36072,"['self-help', 'non-fiction', 'business', 'personal-development', 'leadership', 'psychology', 'productivity', 'management', 'audiobook', 'philosophy']"
1622,"['classics', 'plays', 'fiction', 'drama', 'fantasy']"
4588,"['fiction', 'contemporary', 'historical-fiction']"
11387515,"['young-adult', 'fiction', 'contemporary', 'middle-grade', 'realistic-fiction']"
233093,"['childrens', 'picture-books', 'classics', 'fiction', 'poetry', 'fantasy', 'humor', 'animals', 'kids', 'cats']"
11235712,"['young-adult', 'fantasy', 'science-fiction', 'romance']"
16160797,"['mystery', 'fiction', 'crime', 'thriller', 'mystery-thriller', 'audiobook', 'adult', 'contemporary', 'detective', 'adult-fiction']"
6068551,"['young-adult', 'fantasy', 'romance', 'paranormal', 'werewolves']"
662,"['fiction', 'classics', 'philosophy', 'literature', 'politics']"
49436,"['non-fiction', 'memoir', 'biography', 'travel', 'education', 'book-club', 'biography-memoir', 'pakistan', 'inspirational', 'history']"
13023,"['classics', 'fantasy', 'fiction', 'childrens', 'young-adult', 'adventure', 'literature', 'novels', 'classic-literature', '19th-century']"
1232,"['fiction', 'historical-fiction', 'mystery', 'fantasy']"
7631105,"['young-adult', 'dystopia', 'science-fiction']"
4865,"['non-fiction', 'self-help', 'business', 'psychology', 'personal-development']"
480479,"['travel', 'non-fiction', 'memoir', 'italy', 'romance', 'biography', 'chick-lit', 'food', 'contemporary', 'biography-memoir']"
19486412,"['fiction', 'mystery', 'contemporary', 'chick-lit', 'audiobook', 'adult', 'thriller', 'adult-fiction', 'mystery-thriller', 'australia']"
24337,"['fantasy', 'young-adult', 'fiction', 'romance', 'fairy-tales', 'childrens', 'middle-grade', 'retellings', 'magic', 'adventure']"
3876,"['classics', 'fiction', 'literature', 'novels', 'american', 'historical-fiction', 'spain', 'school', '20th-century', 'classic-literature']"
14891,"['classics', 'fiction', 'historical-fiction', 'young-adult', 'coming-of-age', 'historical', 'literature', 'new-york', 'book-club', 'novels']"
